taxonID	identifier	datasetID	datasetName	acceptedNameUsageID	parentNameUsageID	taxonomicStatus	taxonRank	verbatimTaxonRank	scientificName	kingdom	phylum	class	order	superfamily	family	genericName	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	source	namePublishedIn	nameAccordingTo	modified	description	taxonConceptID	scientificNameID	references	isExtinct
54134873	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115380	NA	synonym	species	NA	Gonocormus teysmannii (V. D. Bosch) V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Gonocormus	Crepidomanes	NA	teysmannii	NA	(v. d. Bosch) v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-2217-syn-1	http://www.catalogueoflife.org/col/details/species/id/7ff9f6dafbdb235475d9db0cfb422ba3/synonym/81d51262bcb7f7229d5cefebd7aee26d	NA
54134874	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115380	NA	synonym	species	NA	Trichomanes teysmannii (V. D. Bosch) V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	teysmannii	NA	(v. d. Bosch) v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-2217-syn-2	http://www.catalogueoflife.org/col/details/species/id/7ff9f6dafbdb235475d9db0cfb422ba3/synonym/2f4df89c2957a3267ec8e5f52b2e35cc	NA
54115380	7ff9f6dafbdb235475d9db0cfb422ba3	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54846585	accepted name	species	NA	Crepidomanes teysmannii (Bosch) Parris	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Crepidomanes	Crepidomanes	NA	teysmannii	NA	(Bosch) Parris	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2217	http://www.catalogueoflife.org/col/details/species/id/7ff9f6dafbdb235475d9db0cfb422ba3	FALSE
54134875	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Cephalomanes thysanostomum (Mak.) K. Iwats.	Plantae	NA	NA	NA	NA	NA	Cephalomanes	Crepidomanes	NA	thysanostomum	NA	(Mak.) K. Iwats.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-1	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/4c42a8c0f693a018252c94ba543f0e83	NA
54134876	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Crepidomanes pseudoblepharistomum (Tag.) Nakaike	Plantae	NA	NA	NA	NA	NA	Crepidomanes	Crepidomanes	NA	pseudoblepharistomum	NA	(Tag.) Nakaike	NA	NA	NA	NA	NA	NA	ferns-2218-syn-2	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/6fdcdb30bca45d5e7e1ed9b7168ffd6e	NA
54134877	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	infraspecies	var.	Crepidomanes thysanostomum var. blepharistomum (Copel.) Nakaike	Plantae	NA	NA	NA	NA	NA	Crepidomanes	Crepidomanes	NA	thysanostomum	blepharistomum	(Copel.) Nakaike	NA	NA	NA	NA	NA	NA	ferns-2218-syn-3	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/8e3b825a9191f380ddf193359c25f5a4	NA
54134878	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Nesopteris blepharistoma (Copel.) Tag.	Plantae	NA	NA	NA	NA	NA	Nesopteris	Crepidomanes	NA	blepharistoma	NA	(Copel.) Tag.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-4	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/f8f18de15409e4bce9f9c2d0ec85212f	NA
54134879	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Nesopteris pseudoblepharistoma (Tag.) Masam.	Plantae	NA	NA	NA	NA	NA	Nesopteris	Crepidomanes	NA	pseudoblepharistoma	NA	(Tag.) Masam.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-5	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/f3de3626cf39d90c9731a2e2331c4a6b	NA
54134880	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Nesopteris thysanostoma (Mak.) Copel.	Plantae	NA	NA	NA	NA	NA	Nesopteris	Crepidomanes	NA	thysanostoma	NA	(Mak.) Copel.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-6	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/d9011be24ad1cd484c87211217dd1c01	NA
54134881	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	infraspecies	var.	Nesopteris thysanostoma var. blepharistoma (Copel.) Seriz.	Plantae	NA	NA	NA	NA	NA	Nesopteris	Crepidomanes	NA	thysanostoma	blepharistoma	(Copel.) Seriz.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-7	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/d3b0f055cdbac771dee558474171ac0e	NA
54134882	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Trichomanes blepharistomum Copel.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	blepharistomum	NA	Copel.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-8	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/5430eaa4592667b10f0507566a4e3ee0	NA
54134883	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Trichomanes pseudoblepharistomum Tag.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	pseudoblepharistomum	NA	Tag.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-9	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/6e02b5b91bfd8d4c0aab6a05ff935766	NA
54134884	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115381	NA	synonym	species	NA	Trichomanes thysanostomum Mak.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	thysanostomum	NA	Mak.	NA	NA	NA	NA	NA	NA	ferns-2218-syn-10	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b/synonym/6fff9221fa1886092b3cfd224cc8bddc	NA
54115381	2c1431634314c8efd3a780fb9f159e0b	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54846585	accepted name	species	NA	Crepidomanes thysanostomum (Mak.) Ebihara & K. Iwats.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Crepidomanes	Crepidomanes	NA	thysanostomum	NA	(Mak.) Ebihara & K. Iwats.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2218	http://www.catalogueoflife.org/col/details/species/id/2c1431634314c8efd3a780fb9f159e0b	FALSE
54134885	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Crepidomanes mannii (Hook.) J. P. Roux	Plantae	NA	NA	NA	NA	NA	Crepidomanes	Crepidomanes	NA	mannii	NA	(Hook.) J. P. Roux	NA	NA	NA	NA	NA	NA	ferns-2219-syn-1	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/027acf3bf2d06029ad03e6782037ffb1	NA
54134886	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Gonocormus mannii Copel. ex G. Kunkel	Plantae	NA	NA	NA	NA	NA	Gonocormus	Crepidomanes	NA	mannii	NA	Copel. ex G. Kunkel	NA	NA	NA	NA	NA	NA	ferns-2219-syn-2	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/235556f024f57783d95556be12d43604	NA
54134887	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Trichomanes ambongoense Bonap.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	ambongoense	NA	Bonap.	NA	NA	NA	NA	NA	NA	ferns-2219-syn-3	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/7921ae757f45e92a7f4ca25f1be4bc8d	NA
54134888	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Trichomanes angustilaciniatum Bonap.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	angustilaciniatum	NA	Bonap.	NA	NA	NA	NA	NA	NA	ferns-2219-syn-4	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/cca20839b41f4e6a8e8ccf67068fbc0b	NA
54134889	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Trichomanes mannianum Mett. ex Kuhn	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	mannianum	NA	Mett. ex Kuhn	NA	NA	NA	NA	NA	NA	ferns-2219-syn-5	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/e4e3dc60f870d7cb842f644699d4167e	NA
54134890	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Trichomanes mannii (Copel.) Hook.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	mannii	NA	(Copel.) Hook.	NA	NA	NA	NA	NA	NA	ferns-2219-syn-6	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/de4bc82deb529173e14ebb3b16ccc8e7	NA
54134891	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Trichomanes musolense Brause	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	musolense	NA	Brause	NA	NA	NA	NA	NA	NA	ferns-2219-syn-7	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/b6e16908bc271333ccf9200ba5f1a339	NA
54134892	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115382	NA	synonym	species	NA	Trichomanes trinerve Bak.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	trinerve	NA	Bak.	NA	NA	NA	NA	NA	NA	ferns-2219-syn-8	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08/synonym/96c63a7fce32d0d4006229392daf5598	NA
54115382	86744aa2bd0e8b33a8e4f2de3df38c08	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54846585	accepted name	species	NA	Crepidomanes trinerve (Copel. ex G. Kunkel) Dubuisson & Ebihara	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Crepidomanes	Crepidomanes	NA	trinerve	NA	(Copel. ex G. Kunkel) Dubuisson & Ebihara	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2219	http://www.catalogueoflife.org/col/details/species/id/86744aa2bd0e8b33a8e4f2de3df38c08	FALSE
54134893	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115383	NA	synonym	species	NA	Microtrichomanes vitiense (Bak.) Copel.	Plantae	NA	NA	NA	NA	NA	Microtrichomanes	Crepidomanes	NA	vitiense	NA	(Bak.) Copel.	NA	NA	NA	NA	NA	NA	ferns-2220-syn-1	http://www.catalogueoflife.org/col/details/species/id/8c95c1179b0666edd49aff183cfe1061/synonym/74a6a5a218f777d21e7baeb916e6de93	NA
54134894	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115383	NA	synonym	species	NA	Trichomanes vitiense Bak.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	vitiense	NA	Bak.	NA	NA	NA	NA	NA	NA	ferns-2220-syn-2	http://www.catalogueoflife.org/col/details/species/id/8c95c1179b0666edd49aff183cfe1061/synonym/f46ac862021c2ff32b8b443f8c7d171a	NA
54115383	8c95c1179b0666edd49aff183cfe1061	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54846585	accepted name	species	NA	Crepidomanes vitiense (Bak.) Bostock	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Crepidomanes	Crepidomanes	NA	vitiense	NA	(Bak.) Bostock	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2220	http://www.catalogueoflife.org/col/details/species/id/8c95c1179b0666edd49aff183cfe1061	FALSE
54134895	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115384	NA	synonym	species	NA	Trichomanes walleri Watts	Plantae	NA	NA	NA	NA	NA	Trichomanes	Crepidomanes	NA	walleri	NA	Watts	NA	NA	NA	NA	NA	NA	ferns-2221-syn-1	http://www.catalogueoflife.org/col/details/species/id/83d887f361fd20b376d4bd6272a6ca3c/synonym/acf34742fa7570165e08d382d03c8f6d	NA
54115384	83d887f361fd20b376d4bd6272a6ca3c	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54846585	accepted name	species	NA	Crepidomanes walleri (Watts) Tind.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Crepidomanes	Crepidomanes	NA	walleri	NA	(Watts) Tind.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2221	http://www.catalogueoflife.org/col/details/species/id/83d887f361fd20b376d4bd6272a6ca3c	FALSE
54134896	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115385	NA	synonym	species	NA	Hymenophyllum tablaziense Christ	Plantae	NA	NA	NA	NA	NA	Hymenophyllum	Hymenophyllum	NA	tablaziense	NA	Christ	NA	NA	NA	NA	NA	NA	ferns-2223-syn-1	http://www.catalogueoflife.org/col/details/species/id/9c7ba33204182e3386b7388344364f35/synonym/ec3ca83536e5594a05bc7e2ca4f04eb1	NA
54134897	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115385	NA	synonym	species	NA	Leptocionium abruptum (Hook.) Presl	Plantae	NA	NA	NA	NA	NA	Leptocionium	Hymenophyllum	NA	abruptum	NA	(Hook.) Presl	NA	NA	NA	NA	NA	NA	ferns-2223-syn-2	http://www.catalogueoflife.org/col/details/species/id/9c7ba33204182e3386b7388344364f35/synonym/b29080b751ce87e70c72b995d4185f59	NA
54134898	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115385	NA	synonym	species	NA	Mecodium abruptum (Hook.) Copel.	Plantae	NA	NA	NA	NA	NA	Mecodium	Hymenophyllum	NA	abruptum	NA	(Hook.) Copel.	NA	NA	NA	NA	NA	NA	ferns-2223-syn-3	http://www.catalogueoflife.org/col/details/species/id/9c7ba33204182e3386b7388344364f35/synonym/5537d5cbdfbcdd88f97ff140fb8cf8c7	NA
54134899	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115385	NA	synonym	species	NA	Mecodium tablaziense (Christ) Copel.	Plantae	NA	NA	NA	NA	NA	Mecodium	Hymenophyllum	NA	tablaziense	NA	(Christ) Copel.	NA	NA	NA	NA	NA	NA	ferns-2223-syn-4	http://www.catalogueoflife.org/col/details/species/id/9c7ba33204182e3386b7388344364f35/synonym/4b156bd8503e57163a0578f822f143b2	NA
54115385	9c7ba33204182e3386b7388344364f35	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54903455	accepted name	species	NA	Hymenophyllum abruptum Hook.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Hymenophyllum	Hymenophyllum	NA	abruptum	NA	Hook.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2223	http://www.catalogueoflife.org/col/details/species/id/9c7ba33204182e3386b7388344364f35	FALSE
54134900	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115386	NA	synonym	species	NA	Didymoglossum acanthoides V. D. Bosch.	Plantae	NA	NA	NA	NA	NA	Didymoglossum	Hymenophyllum	NA	acanthoides	NA	v. d. Bosch.	NA	NA	NA	NA	NA	NA	ferns-2224-syn-1	http://www.catalogueoflife.org/col/details/species/id/876dd28b2e7a3b66a09e8e558532227b/synonym/50b9f963f60d6b325909f6a0212a6366	NA
54134901	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115386	NA	synonym	species	NA	Meringium acanthoides (V. D. Bosch) Copel.	Plantae	NA	NA	NA	NA	NA	Meringium	Hymenophyllum	NA	acanthoides	NA	(v. d. Bosch) Copel.	NA	NA	NA	NA	NA	NA	ferns-2224-syn-2	http://www.catalogueoflife.org/col/details/species/id/876dd28b2e7a3b66a09e8e558532227b/synonym/18a5743f82cb2a103e40d0d40eb1a8fd	NA
54134902	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115386	NA	synonym	species	NA	Leptocionium acanthoides (V. D. Bosch) V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Leptocionium	Hymenophyllum	NA	acanthoides	NA	(v. d. Bosch) v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-2224-syn-3	http://www.catalogueoflife.org/col/details/species/id/876dd28b2e7a3b66a09e8e558532227b/synonym/1751d8fe4b49f1d868c1603830c048bb	NA
54115386	876dd28b2e7a3b66a09e8e558532227b	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54903455	accepted name	species	NA	Hymenophyllum acanthoides (V. D. Bosch) Rosenst.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Hymenophyllum	Hymenophyllum	NA	acanthoides	NA	(v. d. Bosch) Rosenst.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2224	http://www.catalogueoflife.org/col/details/species/id/876dd28b2e7a3b66a09e8e558532227b	FALSE
54134903	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115387	NA	synonym	species	NA	Pleuromanes acutum (C. Presl) C. Presl	Plantae	NA	NA	NA	NA	NA	Pleuromanes	Hymenophyllum	NA	acutum	NA	(C. Presl) C. Presl	NA	NA	NA	NA	NA	NA	ferns-2225-syn-1	http://www.catalogueoflife.org/col/details/species/id/1fc37fd0bf1ac2d1250693de2737961c/synonym/6b19bff6edf0b8b5829270b06c860f9c	NA
54134904	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115387	NA	synonym	species	NA	Crepidomanes acutum (C. Presl) K. Iwats.	Plantae	NA	NA	NA	NA	NA	Crepidomanes	Hymenophyllum	NA	acutum	NA	(C. Presl) K. Iwats.	NA	NA	NA	NA	NA	NA	ferns-2225-syn-2	http://www.catalogueoflife.org/col/details/species/id/1fc37fd0bf1ac2d1250693de2737961c/synonym/fd4d81f761b546825445cbe858eeac61	NA
54134905	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115387	NA	ambiguous synonym	species	NA	Trichomanes acutum C. Presl	Plantae	NA	NA	NA	NA	NA	Trichomanes	Hymenophyllum	NA	acutum	NA	C. Presl	NA	NA	NA	NA	NA	NA	ferns-2225-syn-3	http://www.catalogueoflife.org/col/details/species/id/1fc37fd0bf1ac2d1250693de2737961c/synonym/8e55bc7215538c1291e0d91ffb814bcf	NA
54134906	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115387	NA	synonym	species	NA	Trichomanes fusco-glaucescens Hook.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Hymenophyllum	NA	fusco-glaucescens	NA	Hook.	NA	NA	NA	NA	NA	NA	ferns-2225-syn-4	http://www.catalogueoflife.org/col/details/species/id/1fc37fd0bf1ac2d1250693de2737961c/synonym/8ec852835b53afe1330046b1d342914c	NA
54115387	1fc37fd0bf1ac2d1250693de2737961c	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54903455	accepted name	species	NA	Hymenophyllum acutum (C. Presl) Ebihara & K. Iwats.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Hymenophyllum	Hymenophyllum	NA	acutum	NA	(C. Presl) Ebihara & K. Iwats.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2225	http://www.catalogueoflife.org/col/details/species/id/1fc37fd0bf1ac2d1250693de2737961c	FALSE
54134907	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115388	NA	synonym	species	NA	Sphaerocionium adiantoides (V. D. Bosch) Pic. Serm.	Plantae	NA	NA	NA	NA	NA	Sphaerocionium	Hymenophyllum	NA	adiantoides	NA	(v. d. Bosch) Pic. Serm.	NA	NA	NA	NA	NA	NA	ferns-2226-syn-1	http://www.catalogueoflife.org/col/details/species/id/217e602df83dc506a207619406713e33/synonym/939e6cdf559e018d6d7eb1b677ca260a	NA
54134908	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115388	NA	synonym	species	NA	Hymenophyllum sprucei Bak.	Plantae	NA	NA	NA	NA	NA	Hymenophyllum	Hymenophyllum	NA	sprucei	NA	Bak.	NA	NA	NA	NA	NA	NA	ferns-2226-syn-2	http://www.catalogueoflife.org/col/details/species/id/217e602df83dc506a207619406713e33/synonym/9b769279b5fbab7359f63e77d8a72726	NA
54115388	217e602df83dc506a207619406713e33	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54903455	accepted name	species	NA	Hymenophyllum adiantoides V. D. Bosch	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Hymenophyllum	Hymenophyllum	NA	adiantoides	NA	v. d. Bosch	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2226	http://www.catalogueoflife.org/col/details/species/id/217e602df83dc506a207619406713e33	FALSE
54134909	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115389	NA	synonym	species	NA	Sphaerocionium marlothii (Brause) Copel.	Plantae	NA	NA	NA	NA	NA	Sphaerocionium	Hymenophyllum	NA	marlothii	NA	(Brause) Copel.	NA	NA	NA	NA	NA	NA	ferns-2227-syn-1	http://www.catalogueoflife.org/col/details/species/id/6417289bf636bd2aa3cb631cbab0407a/synonym/b34b3cf8667f8bd3ec7e1d37b1015648	NA
54134910	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115389	NA	synonym	species	NA	Hymenophyllum marlothii Brause	Plantae	NA	NA	NA	NA	NA	Hymenophyllum	Hymenophyllum	NA	marlothii	NA	Brause	NA	NA	NA	NA	NA	NA	ferns-2227-syn-2	http://www.catalogueoflife.org/col/details/species/id/6417289bf636bd2aa3cb631cbab0407a/synonym/d9ba4ff8204888693dec61dcfe88303a	NA
54134911	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115389	NA	synonym	species	NA	Trichomanes aeruginosum Poir.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Hymenophyllum	NA	aeruginosum	NA	Poir.	NA	NA	NA	NA	NA	NA	ferns-2227-syn-3	http://www.catalogueoflife.org/col/details/species/id/6417289bf636bd2aa3cb631cbab0407a/synonym/1bf24dad986916d7879787fefa91c392	NA
54134912	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115389	NA	synonym	species	NA	Sphaerocionium aeruginosum (Poir.) Pic. Serm.	Plantae	NA	NA	NA	NA	NA	Sphaerocionium	Hymenophyllum	NA	aeruginosum	NA	(Poir.) Pic. Serm.	NA	NA	NA	NA	NA	NA	ferns-2227-syn-4	http://www.catalogueoflife.org/col/details/species/id/6417289bf636bd2aa3cb631cbab0407a/synonym/4e6bdd95ef3c7fe8c7d5d7605f3e5055	NA
54115389	6417289bf636bd2aa3cb631cbab0407a	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54903455	accepted name	species	NA	Hymenophyllum aeruginosum (Poir.) Carm.	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Hymenophyllum	Hymenophyllum	NA	aeruginosum	NA	(Poir.) Carm.	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2227	http://www.catalogueoflife.org/col/details/species/id/6417289bf636bd2aa3cb631cbab0407a	FALSE
54134913	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115390	NA	synonym	species	NA	Craspedoneuron album (Bl.) V. D. Bosch	Plantae	NA	NA	NA	NA	NA	Craspedoneuron	Hymenophyllum	NA	album	NA	(Bl.) v. d. Bosch	NA	NA	NA	NA	NA	NA	ferns-2228-syn-1	http://www.catalogueoflife.org/col/details/species/id/c6eb8cf1d6a8ea55565e0bdc5d7ded50/synonym/ba45d2c6555082cee3c33838c228483f	NA
54134914	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115390	NA	synonym	species	NA	Leucomanes album (Bl.) C. Presl	Plantae	NA	NA	NA	NA	NA	Leucomanes	Hymenophyllum	NA	album	NA	(Bl.) C. Presl	NA	NA	NA	NA	NA	NA	ferns-2228-syn-2	http://www.catalogueoflife.org/col/details/species/id/c6eb8cf1d6a8ea55565e0bdc5d7ded50/synonym/ed662c482696f0752413910670fe94d2	NA
54134915	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115390	NA	synonym	species	NA	Pleuromanes album (Bl.) Parris	Plantae	NA	NA	NA	NA	NA	Pleuromanes	Hymenophyllum	NA	album	NA	(Bl.) Parris	NA	NA	NA	NA	NA	NA	ferns-2228-syn-3	http://www.catalogueoflife.org/col/details/species/id/c6eb8cf1d6a8ea55565e0bdc5d7ded50/synonym/538fed6bffb5340920104864768aa342	NA
54134916	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115390	NA	synonym	species	NA	Trichomanes album Bl.	Plantae	NA	NA	NA	NA	NA	Trichomanes	Hymenophyllum	NA	album	NA	Bl.	NA	NA	NA	NA	NA	NA	ferns-2228-syn-4	http://www.catalogueoflife.org/col/details/species/id/c6eb8cf1d6a8ea55565e0bdc5d7ded50/synonym/c0e7b4ba4d8574dcd408cbc53b6fa51d	NA
54115390	c6eb8cf1d6a8ea55565e0bdc5d7ded50	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	NA	54903455	accepted name	species	NA	Hymenophyllum album (Blume) Parris	Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	NA	Hymenophyllaceae	Hymenophyllum	Hymenophyllum	NA	album	NA	(Blume) Parris	NA	NA	Hassler M.	Nov 2018	NA	NA	ferns-2228	http://www.catalogueoflife.org/col/details/species/id/c6eb8cf1d6a8ea55565e0bdc5d7ded50	FALSE
54134917	NA	140	World Ferns in Species 2000 & ITIS Catalogue of Life: 2019	54115391	NA	synonym	species	NA	Hymenophyllum divaricatum Sod.	Plantae	NA	NA	NA	NA	NA	Hymenophyllum	Hymenophyllum	NA	divaricatum	NA	Sod.	NA	NA	NA	NA	NA	NA	ferns-2229-syn-1	http://www.catalogueoflife.org/col/details/species/id/4cfad22d40e3386b4a333a556531849f/synonym/90bd632c1b763712fa56caec366d146a	NA
